Address,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes,Country,City,Latitude,Longitude,AS Number,AS Organization
"20.4.130.154",63,19217,36,14717,27,4500,"","","","","",""
"20.190.122.23",36,13738,20,10505,16,3233,"","","","","",""
"23.216.63.114",22,9491,13,8436,9,1055,"","","","","",""
"23.223.224.125",27,9910,15,8544,12,1366,"","","","","",""
"40.103.64.178",31,5524,15,1895,16,3629,"","","","","",""
"40.115.75.193",4,285,2,177,2,108,"","","","","",""
"52.98.140.98",10,5304,6,4781,4,523,"","","","","",""
"52.98.141.114",26,1495,13,780,13,715,"","","","","",""
"72.154.7.109",33,6744,18,4606,15,2138,"","","","","",""
"89.42.218.88",40,9109,21,6915,19,2194,"","","","","",""
"104.98.3.64",4,228,2,120,2,108,"","","","","",""
"149.210.234.234",68,38540,41,36527,27,2013,"","","","","",""
"150.171.28.11",23,5358,13,2105,10,3253,"","","","","",""
"172.172.255.216",12,1494,7,1082,5,412,"","","","","",""
"184.84.150.57",2,114,1,60,1,54,"","","","","",""
"192.168.0.47",1,60,1,60,0,0,"","","","","",""
"192.168.1.112",2,126,1,60,1,66,"","","","","",""
"192.168.147.1",48,12080,48,12080,0,0,"","","","","",""
"192.168.147.2",58,6123,20,2524,38,3599,"","","","","",""
"192.168.147.134",472,134105,226,29869,246,104236,"","","","","",""
"192.168.147.254",2,700,1,342,1,358,"","","","","",""
"224.0.0.22",5,270,0,0,5,270,"","","","","",""
"224.0.0.251",24,1740,0,0,24,1740,"","","","","",""
"224.0.0.252",13,843,0,0,13,843,"","","","","",""
"239.255.255.250",14,9772,0,0,14,9772,"","","","","",""
