Process	PID	Description	Company Name	I/O Read Bytes	I/O Write Bytes	I/O Other Bytes
RuntimeBroker.exe	13864	Runtime Broker	Microsoft Corporation	18.6  KB		4.6  KB
RuntimeBroker.exe	8620	Runtime Broker	Microsoft Corporation	761 B		2.8  KB
Registry	104			652.0  KB	262.3  MB	3.3  KB
procexp64.exe	13180	Sysinternals Process Explorer	Sysinternals - www.sysinternals.com	288.7  MB	369.8  KB	7.0  MB
PhoneExperienceHost.exe	7308	Microsoft Phone Link	Microsoft Corporation	1.7  MB	186 B	191.5  KB
NisSrv.exe	8156			7.8  KB		128.6  KB
MsMpEng.exe	3336			5.8  GB	1.6  GB	866.1  MB
msedgewebview2.exe	6420	Microsoft Edge WebView2	Microsoft Corporation	63.8  MB	49.6  MB	740.9  KB
msedgewebview2.exe	6488	Microsoft Edge WebView2	Microsoft Corporation	5.7  KB	72 B	12.3  KB
msedgewebview2.exe	6988	Microsoft Edge WebView2	Microsoft Corporation	997.9  KB	1.6  MB	26.0  KB
msedgewebview2.exe	7028	Microsoft Edge WebView2	Microsoft Corporation	2.8  MB	5.7  MB	328.6  KB
msedgewebview2.exe	7100	Microsoft Edge WebView2	Microsoft Corporation	1.6  MB	2.6  MB	9.1  KB
msedgewebview2.exe	5396	Microsoft Edge WebView2	Microsoft Corporation	11.7  MB	15.8  MB	11.7  KB
msedgewebview2.exe	9704	Microsoft Edge WebView2	Microsoft Corporation	50.5  MB	22.6  MB	1.1  MB
msedgewebview2.exe	6824	Microsoft Edge WebView2	Microsoft Corporation	12.2  KB	6.1  MB	54.3  KB
msedgewebview2.exe	8320	Microsoft Edge WebView2	Microsoft Corporation	17.1  MB	39.3  MB	486.4  KB
msedgewebview2.exe	6168	Microsoft Edge WebView2	Microsoft Corporation	29.1  MB	2.9  MB	26.7  KB
msedgewebview2.exe	9800	Microsoft Edge WebView2	Microsoft Corporation	34.8  MB	49.3  MB	9.0  KB
msedgewebview2.exe	5800	Microsoft Edge WebView2	Microsoft Corporation	32.8  KB	280.2  KB	13.2  KB
msedgewebview2.exe	2000	Microsoft Edge WebView2	Microsoft Corporation	41.3  MB	34.7  MB	12.1  KB
msedge.exe	11916	Microsoft Edge	Microsoft Corporation	30.8  MB	27.3  MB	982.7  KB
msedge.exe	13744	Microsoft Edge	Microsoft Corporation	6.9  KB	252 B	3.7  KB
msedge.exe	12512	Microsoft Edge	Microsoft Corporation	48.3  KB	448.3  KB	21.5  KB
msedge.exe	13880	Microsoft Edge	Microsoft Corporation	3.5  MB	3.2  MB	76.0  KB
msedge.exe	9044	Microsoft Edge	Microsoft Corporation	179.7  KB	346.5  KB	8.3  KB
msedge.exe	5308	Microsoft Edge	Microsoft Corporation	2.1  MB	5.1  MB	10.7  KB
msedge.exe	13748	Microsoft Edge	Microsoft Corporation	83.9  KB	634.0  KB	11.2  KB
MpDefenderCoreService.exe	2832			16.7  MB	184.5  KB	952.6  KB
Memory Compression	2044					
lsass.exe	816			1.5  MB	888.3  KB	28.2  MB
Interrupts	n/a	Hardware Interrupts and DPCs				
fontdrvhost.exe	936	Usermode Font Driver Host	Microsoft Corporation			2.2  KB
fontdrvhost.exe	944	Usermode Font Driver Host	Microsoft Corporation			460 B
explorer.exe	5020	Windows Explorer	Microsoft Corporation	55.6  MB	40.3  MB	12.9  MB
dwm.exe	464	Desktop Window Manager	Microsoft Corporation	17.4  MB		303.1  KB
dllhost.exe	5996	COM Surrogate	Microsoft Corporation	3.0  MB	41.0  MB	228.7  KB
dllhost.exe	8652	COM Surrogate	Microsoft Corporation	2.6  KB		9.2  KB
ctfmon.exe	6648	CTF Loader	Microsoft Corporation	17.2  KB		243.1  KB
csrss.exe	604			324.7  KB		1.0  MB
csrss.exe	684			577.8  KB		197.6  KB
CrossDeviceService.exe	9056	Microsoft Cross Device Service	Microsoft Corporation	1.5  MB		981.2  KB
backgroundTaskHost.exe	2336	Background Task Host	Microsoft Corporation			183.3  KB
backgroundTaskHost.exe	1736	Background Task Host	Microsoft Corporation			183.2  KB
backgroundTaskHost.exe	2772	Background Task Host	Microsoft Corporation			183.2  KB
backgroundTaskHost.exe	11716	Background Task Host	Microsoft Corporation			183.2  KB
backgroundTaskHost.exe	11476	Background Task Host	Microsoft Corporation			183.2  KB
backgroundTaskHost.exe	6440	Background Task Host	Microsoft Corporation			7.5  KB
AggregatorHost.exe	4464	Microsoft (R) Aggregator Host	Microsoft Corporation	54.5  MB	62.4  KB	27.1  KB

