Address,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes,Country,City,Latitude,Longitude,AS Number,AS Organization
"20.4.130.154",42,12815,24,9815,18,3000,"","","","","",""
"20.42.65.90",29,11253,16,7917,13,3336,"","","","","",""
"20.190.167.150",42,18731,26,12435,16,6296,"","","","","",""
"40.99.129.130",29,9932,16,6590,13,3342,"","","","","",""
"89.42.218.88",40,9109,21,6915,19,2194,"","","","","",""
"149.210.234.234",44,18914,26,17609,18,1305,"","","","","",""
"172.172.255.218",4,490,2,283,2,207,"","","","","",""
"192.168.0.47",6,390,1,60,5,330,"","","","","",""
"192.168.0.191",6,390,1,60,5,330,"","","","","",""
"192.168.1.112",6,390,1,60,5,330,"","","","","",""
"192.168.4.82",6,390,1,60,5,330,"","","","","",""
"192.168.86.47",6,390,1,60,5,330,"","","","","",""
"192.168.147.1",44,11996,44,11996,0,0,"","","","","",""
"192.168.147.2",33,3543,12,1575,21,1968,"","","","","",""
"192.168.147.134",303,87982,154,24201,149,63781,"","","","","",""
"192.168.147.254",2,700,1,342,1,358,"","","","","",""
"224.0.0.22",5,270,0,0,5,270,"","","","","",""
"224.0.0.251",22,1648,0,0,22,1648,"","","","","",""
"224.0.0.252",9,587,0,0,9,587,"","","","","",""
"239.255.255.250",16,10036,0,0,16,10036,"","","","","",""
