Process	PID	Description	Company Name	I/O Read Bytes	I/O Write Bytes	I/O Other Bytes
Registry	104					
System Idle Process	0					
System	4					
 Interrupts	n/a	Hardware Interrupts and DPCs				
 smss.exe	428					
 Memory Compression	2044					
csrss.exe	604					
wininit.exe	672					
 services.exe	808					
  svchost.exe	952	Host Process for Windows Services	Microsoft Corporation			
   StartMenuExperienceHost.exe	5636	Windows Start Experience Host	Microsoft Corporation	3.8  MB	163.9  KB	128.7  KB
   SearchHost.exe	5644		Microsoft Corporation	5.8  MB	1.8  MB	340.9  KB
    msedgewebview2.exe	6420	Microsoft Edge WebView2	Microsoft Corporation	50.6  MB	34.3  MB	658.0  KB
     msedgewebview2.exe	6488	Microsoft Edge WebView2	Microsoft Corporation	5.7  KB	72 B	10.8  KB
     msedgewebview2.exe	6988	Microsoft Edge WebView2	Microsoft Corporation	855.9  KB	1.5  MB	25.6  KB
     msedgewebview2.exe	7028	Microsoft Edge WebView2	Microsoft Corporation	2.6  MB	4.5  MB	311.1  KB
     msedgewebview2.exe	7100	Microsoft Edge WebView2	Microsoft Corporation	1.2  MB	2.2  MB	9.0  KB
     msedgewebview2.exe	5396	Microsoft Edge WebView2	Microsoft Corporation	9.3  MB	13.2  MB	11.6  KB
   RuntimeBroker.exe	5780	Runtime Broker	Microsoft Corporation	830.0  KB	20.1  KB	212.8  KB
   RuntimeBroker.exe	5872	Runtime Broker	Microsoft Corporation	742.2  KB	8 B	111.5  KB
   Widgets.exe	5896		Microsoft Corporation	2.8  MB	45.9  MB	2.7  MB
    msedgewebview2.exe	9704	Microsoft Edge WebView2	Microsoft Corporation	44.7  MB	20.0  MB	959.8  KB
     msedgewebview2.exe	6824	Microsoft Edge WebView2	Microsoft Corporation	11.7  KB	6.1  MB	52.6  KB
     msedgewebview2.exe	8320	Microsoft Edge WebView2	Microsoft Corporation	13.4  MB	34.8  MB	403.8  KB
     msedgewebview2.exe	6168	Microsoft Edge WebView2	Microsoft Corporation	19.0  MB	2.3  MB	25.7  KB
     msedgewebview2.exe	9800	Microsoft Edge WebView2	Microsoft Corporation	28.6  MB	40.0  MB	8.9  KB
     msedgewebview2.exe	5800	Microsoft Edge WebView2	Microsoft Corporation	29.5  KB	213.5  KB	13.1  KB
     msedgewebview2.exe	2000	Microsoft Edge WebView2	Microsoft Corporation	18.6  MB	15.5  MB	11.8  KB
   dllhost.exe	5996	COM Surrogate	Microsoft Corporation	3.0  MB	29.8  MB	179.3  KB
   WidgetService.exe	6864	WidgetService.exe	Microsoft Corporation	17.5  KB	1.6  KB	21.6  KB
   TextInputHost.exe	7340		Microsoft Corporation	27.9  KB		87.9  KB
   PhoneExperienceHost.exe	7308	Microsoft Phone Link	Microsoft Corporation	1.7  MB	186 B	191.1  KB
   RuntimeBroker.exe	9148	Runtime Broker	Microsoft Corporation	8.3  KB		3.0  KB
   backgroundTaskHost.exe	2336	Background Task Host	Microsoft Corporation			183.3  KB
   backgroundTaskHost.exe	1736	Background Task Host	Microsoft Corporation			183.2  KB
   backgroundTaskHost.exe	2772	Background Task Host	Microsoft Corporation			183.2  KB
   dllhost.exe	8652	COM Surrogate	Microsoft Corporation	2.6  KB		9.2  KB
   backgroundTaskHost.exe	2596	Background Task Host	Microsoft Corporation			29.9  KB
   backgroundTaskHost.exe	6056	Background Task Host	Microsoft Corporation	891 B		28.0  KB
   RuntimeBroker.exe	11116	Runtime Broker	Microsoft Corporation	19.5  KB		9.6  KB
   backgroundTaskHost.exe	11716	Background Task Host	Microsoft Corporation			183.2  KB
   backgroundTaskHost.exe	12908	Background Task Host	Microsoft Corporation	2.5  KB	1.1  KB	30.2  KB
   ShellExperienceHost.exe	14196	Windows Shell Experience Host	Microsoft Corporation	45.1  KB		13.0  KB
   RuntimeBroker.exe	10968	Runtime Broker	Microsoft Corporation	124.8  KB		29.1  KB
   RuntimeBroker.exe	13864	Runtime Broker	Microsoft Corporation	18.6  KB		4.6  KB
   backgroundTaskHost.exe	11476	Background Task Host	Microsoft Corporation			183.2  KB
   HxTsr.exe	14296	Microsoft Outlook Communications	Microsoft Corporation	406.5  KB	461.7  KB	12.6  KB
   RuntimeBroker.exe	13380	Runtime Broker	Microsoft Corporation	60 B		8.3  KB
  svchost.exe	416	Host Process for Windows Services	Microsoft Corporation			
  svchost.exe	576	Host Process for Windows Services	Microsoft Corporation			
  svchost.exe	1144	Host Process for Windows Services	Microsoft Corporation			
