Address,Port,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes
"40.99.130.82",443,74,50286,37,34376,37,15910
"142.250.66.206",443,35,18860,19,12550,16,6310
"142.250.70.163",443,38,20382,20,12206,18,8176
"184.84.150.56",443,66,24697,36,14014,30,10683
"192.168.147.1",5353,82,5740,82,5740,0,0
"192.168.147.1",49266,2,128,2,128,0,0
"192.168.147.1",49316,2,128,2,128,0,0
"192.168.147.1",49889,2,128,2,128,0,0
"192.168.147.1",52395,56,39088,56,39088,0,0
"192.168.147.1",52893,2,128,2,128,0,0
"192.168.147.1",52957,2,128,2,128,0,0
"192.168.147.1",53136,2,128,2,128,0,0
"192.168.147.1",54885,2,128,2,128,0,0
"192.168.147.1",55584,2,128,2,128,0,0
"192.168.147.1",55694,2,128,2,128,0,0
"192.168.147.1",55838,2,128,2,128,0,0
"192.168.147.1",57086,2,128,2,128,0,0
"192.168.147.1",59686,2,128,2,128,0,0
"192.168.147.1",59955,2,128,2,128,0,0
"192.168.147.1",60749,2,128,2,128,0,0
"192.168.147.1",62561,2,128,2,128,0,0
"192.168.147.1",62639,2,128,2,128,0,0
"192.168.147.1",62669,2,128,2,128,0,0
"192.168.147.1",64296,2,128,2,128,0,0
"192.168.147.1",65193,2,128,2,128,0,0
"192.168.147.1",65313,2,128,2,128,0,0
"192.168.147.1",65436,2,128,2,128,0,0
"192.168.147.1",65478,2,128,2,128,0,0
"192.168.147.2",53,186,21526,93,13961,93,7565
"192.168.147.2",137,57,6270,0,0,57,6270
"192.168.147.134",68,4,1400,2,716,2,684
"192.168.147.134",137,57,6270,57,6270,0,0
"192.168.147.134",5353,4,400,4,400,0,0
"192.168.147.134",49712,6,490,3,237,3,253
"192.168.147.134",49872,4,304,2,152,2,152
"192.168.147.134",50020,2,271,1,78,1,193
"192.168.147.134",50388,4,304,2,152,2,152
"192.168.147.134",50837,10,996,5,396,5,600
"192.168.147.134",50875,2,404,1,88,1,316
"192.168.147.134",51761,1,75,1,75,0,0
"192.168.147.134",51811,4,328,2,148,2,180
"192.168.147.134",52328,2,297,1,72,1,225
"192.168.147.134",52725,1,75,1,75,0,0
"192.168.147.134",53057,2,257,1,78,1,179
"192.168.147.134",53058,2,256,1,78,1,178
"192.168.147.134",53096,20,2439,10,827,10,1612
"192.168.147.134",53503,2,326,1,72,1,254
"192.168.147.134",53575,38,20382,18,8176,20,12206
"192.168.147.134",54020,4,304,2,152,2,152
"192.168.147.134",54112,2,256,1,78,1,178
"192.168.147.134",54202,66,24697,30,10683,36,14014
"192.168.147.134",54724,40,26300,20,8083,20,18217
"192.168.147.134",54755,2,256,1,78,1,178
"192.168.147.134",55182,12,1801,6,476,6,1325
"192.168.147.134",55982,8,935,4,334,4,601
"192.168.147.134",57181,16,2107,8,739,8,1368
"192.168.147.134",57423,2,219,1,81,1,138
"192.168.147.134",57819,6,514,3,233,3,281
"192.168.147.134",57910,2,232,1,79,1,153
"192.168.147.134",58079,2,198,1,79,1,119
"192.168.147.134",58382,35,18860,16,6310,19,12550
"192.168.147.134",58991,6,576,3,257,3,319
"192.168.147.134",59350,20,2006,10,854,10,1152
"192.168.147.134",59823,2,271,1,78,1,193
"192.168.147.134",60110,2,178,1,81,1,97
"192.168.147.134",60874,2,172,1,78,1,94
"192.168.147.134",61193,6,472,3,228,3,244
"192.168.147.134",61400,2,257,1,78,1,179
"192.168.147.134",61651,2,172,1,78,1,94
"192.168.147.134",61938,2,403,1,94,1,309
"192.168.147.134",62774,34,23986,17,7827,17,16159
"192.168.147.134",62931,2,271,1,78,1,193
"192.168.147.134",63084,2,172,1,78,1,94
"192.168.147.134",63174,2,301,1,80,1,221
"192.168.147.134",63204,2,334,1,80,1,254
"192.168.147.134",63637,2,448,1,88,1,360
"192.168.147.134",63647,2,301,1,80,1,221
"192.168.147.134",64379,2,359,1,94,1,265
"192.168.147.134",65205,8,748,4,296,4,452
"192.168.147.134",65209,2,334,1,80,1,254
"192.168.147.134",65355,2,257,1,78,1,179
"192.168.147.254",67,4,1400,2,684,2,716
"224.0.0.251",5353,86,6140,0,0,86,6140
"224.0.0.252",5355,46,2966,0,0,46,2966
"239.255.255.250",3702,56,39088,0,0,56,39088
"fe80::ac08:6dea:f4ee:6ad5",5353,82,7380,82,7380,0,0
"fe80::ac08:6dea:f4ee:6ad5",49266,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",49316,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",49889,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",52396,56,40208,56,40208,0,0
"fe80::ac08:6dea:f4ee:6ad5",52893,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",52957,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",53136,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",54885,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",55584,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",55694,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",55838,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",57086,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",59686,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",59955,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",60749,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",62561,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",62639,2,168,2,168,0,0
"fe80::ac08:6dea:f4ee:6ad5",62669,2,168,2,168,0,0
