Process	PID	Description	Company Name	I/O Read Bytes	I/O Write Bytes	I/O Other Bytes
winlogon.exe	9148					
wininit.exe	672					
WindowsPackageManagerServer.exe	3584			68.9  KB	2.5  KB	32.0  KB
WidgetService.exe	772	WidgetService.exe	Microsoft Corporation	17.5  KB	1.6  KB	22.4  KB
Widgets.exe	10272		Microsoft Corporation	3.9  MB	9.5  MB	562.2  KB
WhatsApp.exe	10708			26.0  MB	2.2  MB	206.9  KB
VBoxTray.exe	10224	VirtualBox Guest Additions Tray Application	Oracle and/or its affiliates	37.3  KB	7.7  KB	669.9  KB
VBoxService.exe	1696	VirtualBox Guest Additions Service	Oracle and/or its affiliates			
UserOOBEBroker.exe	6884	User OOBE Broker	Microsoft Corporation	5.2  KB		2.2  KB
TextInputHost.exe	8540		Microsoft Corporation	30.8  KB		90.6  KB
taskhostw.exe	9072	Host Process for Windows Tasks	Microsoft Corporation	1.6  MB	13.1  MB	43.7  KB
SystemSettings.exe	11432	Settings	Microsoft Corporation	5.9  MB	5.5  KB	146.8  KB
System Idle Process	0					
System	4					
svchost.exe	956	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	524	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	668	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	1132	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	1156	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	1220	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	1228	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	1324	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	1360	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	1384	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	1468	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	1484	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	1556	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	1772	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	1888	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	1896	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	1908	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	1916	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	2044	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	1976	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	2064	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	2076	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	2172	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	2228	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	2268	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	2340	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	2380	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	2432	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	2508	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	2712	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	2764	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	2872	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	2964	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	2976	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	2992	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	2328	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	3120	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	3244	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	3288	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	3300	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	3372	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	4676	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	5096	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	3388	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	4960	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	1080	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	5184	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	8160	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	7648	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	1016	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	2848	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	1128	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	2060	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	5476	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	8696	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	2388	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	2464	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	6656	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	3296	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	3012	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	1004	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	7500	Host Process for Windows Services	Microsoft Corporation	1.0  MB	233.7  KB	270.4  KB
svchost.exe	9692	Host Process for Windows Services	Microsoft Corporation	3.5  KB		1.1  KB
svchost.exe	8392	Host Process for Windows Services	Microsoft Corporation	15.3  MB	400.6  MB	35.4  KB
svchost.exe	1600	Host Process for Windows Services	Microsoft Corporation	11.8  KB		11.4  KB
svchost.exe	2516	Host Process for Windows Services	Microsoft Corporation	51.2  KB		9.8  KB
svchost.exe	2692	Host Process for Windows Services	Microsoft Corporation	11.8  KB		4.4  KB
svchost.exe	4520	Host Process for Windows Services	Microsoft Corporation	11.4  MB	7.2  MB	51.0  KB
svchost.exe	5388	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	4496	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	9940	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	4420	Host Process for Windows Services	Microsoft Corporation			
svchost.exe	7348	Host Process for Windows Services	Microsoft Corporation			
StartMenuExperienceHost.exe	3968	Windows Start Experience Host	Microsoft Corporation	5.0  MB	451.0  KB	194.2  KB
spoolsv.exe	2636	Spooler SubSystem App	Microsoft Corporation			
snmp.exe	3204	SNMP Service	Microsoft Corporation			
smss.exe	436					
sihost.exe	4244	Shell Infrastructure Host	Microsoft Corporation	174.9  KB		1.3  MB
ShellHost.exe	6376	ShellHost	Microsoft Corporation	512 B		7.8  KB
ShellExperienceHost.exe	1392	Windows Shell Experience Host	Microsoft Corporation	110.9  KB		18.3  KB
services.exe	780					
SecurityHealthSystray.exe	6788	Windows Security notification icon	Microsoft Corporation	6.4  KB		2.9  KB
SecurityHealthService.exe	9092	Windows Security Health Service	Microsoft Corporation			
SearchIndexer.exe	6384	Microsoft Windows Search Indexer	Microsoft Corporation			
SearchHost.exe	9392		Microsoft Corporation	5.7  MB	1.0  MB	266.3  KB
SDXHelper.exe	9592	Microsoft Office SDX Helper	Microsoft Corporation	610.4  KB	4.0  KB	675.9  KB
RuntimeBroker.exe	3640	Runtime Broker	Microsoft Corporation	1.1  MB	21.7  KB	150.9  KB
RuntimeBroker.exe	9356	Runtime Broker	Microsoft Corporation	125.5  KB		22.2  KB
RuntimeBroker.exe	1952	Runtime Broker	Microsoft Corporation	20.4  KB		1.4  KB
RuntimeBroker.exe	11008	Runtime Broker	Microsoft Corporation			2.1  KB
RuntimeBroker.exe	5172	Runtime Broker	Microsoft Corporation	20.2  KB	192 B	119.7  KB
RuntimeBroker.exe	11184	Runtime Broker	Microsoft Corporation			3.0  KB
RuntimeBroker.exe	10120	Runtime Broker	Microsoft Corporation	148.7  KB		37.0  KB
Registry	104					
procexp64.exe	10076	Sysinternals Process Explorer	Sysinternals - www.sysinternals.com	296.7  MB	112.4  KB	2.8  MB
procexp.exe	6292	Sysinternals Process Explorer	Sysinternals - www.sysinternals.com	145.6  KB	2.3  MB	3.3  KB
PhoneExperienceHost.exe	11632	Microsoft Phone Link	Microsoft Corporation	437.0  KB		111.2  KB
OfficeClickToRun.exe	8196	Microsoft Office Click-to-Run (SxS)	Microsoft Corporation			
NisSrv.exe	2416	Microsoft Network Realtime Inspection Service	Microsoft Corporation			
ms-teams.exe	10872	Microsoft Teams	Microsoft Corporation	7.1  MB	1.4  MB	577.7  KB
MsMpEng.exe	3344	Antimalware Service Executable	Microsoft Corporation			
msedgewebview2.exe	7532	Microsoft Edge WebView2	Microsoft Corporation	23.5  MB	23.6  MB	411.8  KB
msedgewebview2.exe	5980	Microsoft Edge WebView2	Microsoft Corporation	1.6  KB	84 B	3.2  KB
msedgewebview2.exe	276	Microsoft Edge WebView2	Microsoft Corporation	1.7  MB	329.0  KB	24.6  KB
msedgewebview2.exe	7272	Microsoft Edge WebView2	Microsoft Corporation	3.3  MB	6.0  MB	58.2  KB
msedgewebview2.exe	2772	Microsoft Edge WebView2	Microsoft Corporation	1.8  MB	2.9  MB	8.5  KB
msedgewebview2.exe	7092	Microsoft Edge WebView2	Microsoft Corporation	5.2  MB	8.1  MB	10.9  KB
msedgewebview2.exe	10484	Microsoft Edge WebView2	Microsoft Corporation	12.4  MB	6.8  MB	413.3  KB
msedgewebview2.exe	1144	Microsoft Edge WebView2	Microsoft Corporation	1.6  KB	84 B	3.0  KB
msedgewebview2.exe	816	Microsoft Edge WebView2	Microsoft Corporation	55.4  KB	148.2  KB	23.4  KB
msedgewebview2.exe	10368	Microsoft Edge WebView2	Microsoft Corporation	8.0  MB	8.1  MB	58.7  KB
msedgewebview2.exe	10320	Microsoft Edge WebView2	Microsoft Corporation	908.6  KB	560.3  KB	8.4  KB
msedgewebview2.exe	1040	Microsoft Edge WebView2	Microsoft Corporation	3.0  MB	2.5  MB	10.9  KB
msedgewebview2.exe	11140	Microsoft Edge WebView2	Microsoft Corporation	20.9  MB	13.4  MB	482.6  KB
msedgewebview2.exe	9884	Microsoft Edge WebView2	Microsoft Corporation	6.4  KB	96 B	3.1  KB
msedgewebview2.exe	5008	Microsoft Edge WebView2	Microsoft Corporation	1.8  MB	345.7  KB	22.7  KB
msedgewebview2.exe	6092	Microsoft Edge WebView2	Microsoft Corporation	4.2  MB	15.4  MB	82.8  KB
msedgewebview2.exe	8704	Microsoft Edge WebView2	Microsoft Corporation	8.4  MB	11.3  MB	8.4  KB
msedgewebview2.exe	2736	Microsoft Edge WebView2	Microsoft Corporation	17.0  MB	12.6  MB	11.5  KB
msedgewebview2.exe	6464	Microsoft Edge WebView2	Microsoft Corporation	17.1  KB	31.8  KB	12.0  KB
msedge.exe	11720	Microsoft Edge	Microsoft Corporation	30.2  MB	7.5  MB	1023.2  KB
msedge.exe	5912	Microsoft Edge	Microsoft Corporation	7.0  KB	192 B	2.7  KB
msedge.exe	5920	Microsoft Edge	Microsoft Corporation	4.3  MB	1.5  MB	59.5  KB
msedge.exe	6508	Microsoft Edge	Microsoft Corporation	41.5  KB	197.5  KB	21.6  KB
msedge.exe	7076	Microsoft Edge	Microsoft Corporation	155.6  KB	151.5  KB	8.2  KB
msedge.exe	8368	Microsoft Edge	Microsoft Corporation	2.7  MB	4.0  MB	11.0  KB
msedge.exe	7476	Microsoft Edge	Microsoft Corporation	76.4  KB	219.5  KB	10.7  KB
MpDefenderCoreService.exe	3164	Antimalware Core Service	Microsoft Corporation			
Memory Compression	2008					
lsass.exe	824	Local Security Authority Process	Microsoft Corporation			
Interrupts	n/a	Hardware Interrupts and DPCs				
fontdrvhost.exe	932					
fontdrvhost.exe	4432					
explorer.exe	8912	Windows Explorer	Microsoft Corporation	331.1  MB	113.1  MB	2.9  MB
dwm.exe	8876					
ctfmon.exe	9032			867.9  KB		94.9  KB
csrss.exe	600					
csrss.exe	7020					
CrossDeviceService.exe	4836	Microsoft Cross Device Service	Microsoft Corporation	800.0  KB		162.6  KB
CrossDeviceResume.exe	6356		Microsoft Corporation	38.5  KB		23.3  KB
Code.exe	804	Visual Studio Code	Microsoft Corporation	39.8  MB	23.6  MB	205.4  KB
Code.exe	5516	Visual Studio Code	Microsoft Corporation	1002.8  KB	990.8  KB	69.7  KB
Code.exe	9776	Visual Studio Code	Microsoft Corporation	18.9  MB	12.8  MB	32.9  KB
Code.exe	11788	Visual Studio Code	Microsoft Corporation	11.9  MB	10.7  MB	15.9  KB
Code.exe	2168	Visual Studio Code	Microsoft Corporation	19.7  MB	3.3  MB	913.7  KB
Code.exe	6156	Visual Studio Code	Microsoft Corporation	1.1  MB	105.7  KB	38.1  KB
Code.exe	11000	Visual Studio Code	Microsoft Corporation	5.3  MB	1.9  MB	15.7  KB
Code.exe	916	Visual Studio Code	Microsoft Corporation	147.7  KB	139.3  KB	15.8  KB
backgroundTaskHost.exe	4864	Background Task Host	Microsoft Corporation	3.2  MB	13.9  KB	17.6  KB
backgroundTaskHost.exe	9340	Background Task Host	Microsoft Corporation			3.1  KB
backgroundTaskHost.exe	10244	Background Task Host	Microsoft Corporation			185.2  KB
ApplicationFrameHost.exe	8884	Application Frame Host	Microsoft Corporation	27.3  KB		13.0  KB
AppActions.exe	10776			35.4  KB		6.7  KB
AggregatorHost.exe	5752					

