Process	PID	Description	Company Name	I/O Read Bytes	I/O Write Bytes	I/O Other Bytes
WmiApSrv.exe	744	WMI Performance Reverse Adapter	Microsoft Corporation	5.1  KB		1.4  KB
winlogon.exe	732	Windows Logon Application	Microsoft Corporation	250.0  KB	160 B	217.7  KB
wininit.exe	668			36.0  KB		4.2  KB
WidgetService.exe	7836	WidgetService.exe	Microsoft Corporation	12.6  KB	1.6  KB	21.6  KB
Widgets.exe	6656		Microsoft Corporation	2.9  MB	10.2  MB	557.0  KB
WhatsApp.exe	9624			12.7  MB	625.4  KB	105.6  KB
VBoxTray.exe	4708	VirtualBox Guest Additions Tray Application	Oracle and/or its affiliates	32.6  KB	6.2  KB	551.7  KB
VBoxService.exe	1772	VirtualBox Guest Additions Service	Oracle and/or its affiliates	6.2  KB	25.0  KB	2.3  MB
UserOOBEBroker.exe	7452	User OOBE Broker	Microsoft Corporation	5.5  KB		2.2  KB
TextInputHost.exe	892		Microsoft Corporation	28.8  KB		97.0  KB
Telegram.exe	6948	Telegram Desktop	Telegram FZ-LLC	18.7  MB	53.1  KB	7.0  MB
taskhostw.exe	3484	Host Process for Windows Tasks	Microsoft Corporation	4.2  MB	7.4  MB	46.8  KB
SystemSettingsBroker.exe	2612	System Settings Broker	Microsoft Corporation			2.8  KB
SystemSettings.exe	8052	Settings	Microsoft Corporation	9.9  MB	26.9  KB	208.3  KB
System Idle Process	0					
System	4			794.6  KB	71.3  MB	384.4  KB
svchost.exe	940	Host Process for Windows Services	Microsoft Corporation	2.0  MB	232.0  KB	481.4  KB
svchost.exe	524	Host Process for Windows Services	Microsoft Corporation	18.0  KB		333.3  KB
svchost.exe	564	Host Process for Windows Services	Microsoft Corporation			664 B
svchost.exe	1116	Host Process for Windows Services	Microsoft Corporation			2.4  KB
svchost.exe	1132	Host Process for Windows Services	Microsoft Corporation			412 B
svchost.exe	1140	Host Process for Windows Services	Microsoft Corporation			172 B
svchost.exe	1220	Host Process for Windows Services	Microsoft Corporation	6 B	5.6  MB	189.5  KB
svchost.exe	1236	Host Process for Windows Services	Microsoft Corporation			460 B
svchost.exe	1284	Host Process for Windows Services	Microsoft Corporation	2.6  MB		39.3  KB
svchost.exe	1296	Host Process for Windows Services	Microsoft Corporation			82.2  KB
svchost.exe	1428	Host Process for Windows Services	Microsoft Corporation	116 B	160 B	486.9  KB
svchost.exe	1444	Host Process for Windows Services	Microsoft Corporation			3.0  KB
svchost.exe	1496	Host Process for Windows Services	Microsoft Corporation			460 B
svchost.exe	1744	Host Process for Windows Services	Microsoft Corporation	824 B		1.1  MB
svchost.exe	1828	Host Process for Windows Services	Microsoft Corporation	64.1  MB	8.6  MB	3.3  KB
svchost.exe	1968	Host Process for Windows Services	Microsoft Corporation	58.0  MB	20.3  MB	27.3  MB
svchost.exe	1980	Host Process for Windows Services	Microsoft Corporation	754 B		580 B
svchost.exe	1992	Host Process for Windows Services	Microsoft Corporation			9.4  KB
svchost.exe	2000	Host Process for Windows Services	Microsoft Corporation			172 B
svchost.exe	2072	Host Process for Windows Services	Microsoft Corporation	764 B		780 B
svchost.exe	2132	Host Process for Windows Services	Microsoft Corporation			496.8  KB
svchost.exe	2160	Host Process for Windows Services	Microsoft Corporation			9.0  KB
