Address,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes,Country,City,Latitude,Longitude,AS Number,AS Organization
"3.169.252.32",1407,1502693,1017,1464783,390,37910,"","","","","",""
"3.175.96.13",170,90357,90,63582,80,26775,"","","","","",""
"3.175.96.41",2676,2748766,1882,2681391,794,67375,"","","","","",""
"3.175.96.93",151,94923,84,69923,67,25000,"","","","","",""
"3.175.96.120",26,15400,14,10271,12,5129,"","","","","",""
"3.175.96.126",1536,1730609,1147,1690343,389,40266,"","","","","",""
"3.175.96.128",161,95486,92,76843,69,18643,"","","","","",""
"13.107.139.11",25,10157,15,8690,10,1467,"","","","","",""
"18.65.3.125",6056,6902367,4567,6819252,1489,83115,"","","","","",""
"23.42.238.185",126,108486,82,103565,44,4921,"","","","","",""
"23.223.224.125",23,9657,13,8399,10,1258,"","","","","",""
"23.223.225.17",25,8704,14,5643,11,3061,"","","","","",""
"34.212.196.47",114,35601,66,9578,48,26023,"","","","","",""
"35.163.49.3",114,35854,62,16760,52,19094,"","","","","",""
"35.241.39.12",92,40269,45,24622,47,15647,"","","","","",""
"44.235.209.72",30,10983,17,5652,13,5331,"","","","","",""
"44.236.212.187",200,50234,116,25131,84,25103,"","","","","",""
"52.33.16.25",93,22644,52,10702,41,11942,"","","","","",""
"52.43.74.156",85,27527,49,8235,36,19292,"","","","","",""
"52.123.129.14",126,114434,88,108318,38,6116,"","","","","",""
"54.69.149.103",127,31678,82,10719,45,20959,"","","","","",""
"54.212.144.253",145,36703,80,10345,65,26358,"","","","","",""
"72.154.7.109",27,5926,14,3870,13,2056,"","","","","",""
"99.84.215.115",16736,17972961,11873,17702723,4863,270238,"","","","","",""
"104.18.66.57",158,145318,108,140194,50,5124,"","","","","",""
"142.250.70.131",832,840030,655,811597,177,28433,"","","","","",""
"142.250.70.196",165,108016,95,85953,70,22063,"","","","","",""
"142.250.70.234",36,19674,20,13527,16,6147,"","","","","",""
"172.172.255.216",2,115,1,60,1,55,"","","","","",""
"192.168.0.161",6,390,1,60,5,330,"","","","","",""
"192.168.86.47",6,390,1,60,5,330,"","","","","",""
"192.168.147.1",30,2040,30,2040,0,0,"","","","","",""
"192.168.147.2",154,17715,74,11070,80,6645,"","","","","",""
"192.168.147.134",31640,32835312,9123,833109,22517,32002203,"","","","","",""
"192.168.147.254",2,700,1,342,1,358,"","","","","",""
"224.0.0.22",5,270,0,0,5,270,"","","","","",""
"224.0.0.251",22,1600,0,0,22,1600,"","","","","",""
"224.0.0.252",11,715,0,0,11,715,"","","","","",""
