Address,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes,Country,City,Latitude,Longitude,AS Number,AS Organization
"4.200.105.68",6,399,3,237,3,162,"","","","","",""
"13.89.179.14",37,18406,23,6158,14,12248,"","","","","",""
"18.65.244.49",741,888541,602,857801,139,30740,"","","","","",""
"18.67.110.39",168,94318,96,70589,72,23729,"","","","","",""
"20.190.167.19",37,15720,22,10764,15,4956,"","","","","",""
"23.60.149.178",4,253,2,145,2,108,"","","","","",""
"34.212.196.47",64,23908,38,7303,26,16605,"","","","","",""
"35.241.39.12",417,123368,214,75921,203,47447,"","","","","",""
"40.99.130.162",55,13753,28,7767,27,5986,"","","","","",""
"50.112.240.30",25,5079,14,1633,11,3446,"","","","","",""
"52.88.191.144",51,14699,28,7582,23,7117,"","","","","",""
"54.213.96.7",28,9632,16,6057,12,3575,"","","","","",""
"72.154.7.109",31,6159,16,3991,15,2168,"","","","","",""
"104.119.100.74",19,9404,11,8254,8,1150,"","","","","",""
"123.253.149.24",23,9630,13,8521,10,1109,"","","","","",""
"172.172.255.216",2,115,1,60,1,55,"","","","","",""
"192.168.4.53",4,264,0,0,4,264,"","","","","",""
"192.168.4.82",12,780,2,120,10,660,"","","","","",""
"192.168.20.41",6,390,1,60,5,330,"","","","","",""
"192.168.86.250",6,390,1,60,5,330,"","","","","",""
"192.168.147.1",342,37788,342,37788,0,0,"","","","","",""
"192.168.147.2",45,5718,18,3178,27,2540,"","","","","",""
"192.168.147.134",1791,1242171,641,165628,1150,1076543,"","","","","",""
"192.168.147.254",2,700,1,342,1,358,"","","","","",""
"224.0.0.22",5,270,0,0,5,270,"","","","","",""
"224.0.0.251",222,18920,0,0,222,18920,"","","","","",""
"224.0.0.252",107,9107,0,0,107,9107,"","","","","",""
"239.255.255.250",16,10036,0,0,16,10036,"","","","","",""
